id,sku,precio,fecha_actualizacion,fecha_vigencia,costo_producto,costo_traspaso,costo_almacenamiento
2611,3514378,13480, 09/08/2014, 11/02/2014,9099,162,21
2612,3568946,51608, 08/22/2014, 10/25/2014,34836,617,80
2613,3336302,15459, 08/01/2014, 10/13/2014,10435,185,24
2614,3629488,51771, 09/07/2014, 11/10/2014,34946,619,81
2615,880171450,15534, 07/04/2014, 08/31/2014,10486,186,25
2616,3799216,61712, 08/15/2014, 10/25/2014,41656,738,96
2617,3787179,30952, 07/22/2014, 10/26/2014,20893,370,48
2618,3914689,71829, 07/29/2014, 10/26/2014,48485,859,112
2619,3743460,102658, 07/28/2014, 09/17/2014,69295,1227,159
2620,3353594,2064, 07/30/2014, 10/31/2014,1394,25,4
2621,3565474,82287, 07/03/2014, 09/07/2014,55544,984,128
2622,3720904,10234, 07/14/2014, 10/03/2014,6908,123,16
2623,3825978,22826, 07/24/2014, 09/12/2014,15408,273,36
2624,2368265,9253, 08/21/2014, 10/14/2014,6246,111,15
2625,228874,9284, 07/17/2014, 10/06/2014,6267,111,15
2626,3491995,8760, 08/27/2014, 11/13/2014,5913,105,14
2627,3676870,28786, 07/31/2014, 10/20/2014,19431,344,45
2628,3400871,20504, 07/23/2014, 10/10/2014,13841,245,32
2629,3528863,8267, 08/24/2014, 11/13/2014,5581,99,13
2630,3618579,51893, 08/30/2014, 10/28/2014,35028,620,81
2631,3318485,82497, 09/05/2014, 11/17/2014,55686,986,128
2632,3445089,164421, 09/12/2014, 11/03/2014,110985,1965,255
2633,3607528,61797, 07/28/2014, 10/01/2014,41713,739,96
2634,3617401,40316, 08/11/2014, 10/05/2014,27214,482,63
2635,1349236,40248, 09/13/2014, 12/12/2014,27168,481,63
2636,3446641,123070, 07/12/2014, 09/22/2014,83073,1471,191
2637,3525251,27526, 07/07/2014, 10/02/2014,18581,329,43
2638,2948913,10218, 07/17/2014, 10/20/2014,6898,123,16
2639,3651232,1339, 09/01/2014, 11/08/2014,904,17,3
2640,880171332,20613, 08/07/2014, 10/18/2014,13914,247,32
2641,3532710,123666, 08/31/2014, 11/01/2014,83475,1478,192
2642,3363016,16495, 07/29/2014, 09/29/2014,11135,198,26
2643,3545242,4099, 07/13/2014, 09/29/2014,2767,49,7
2644,1961100,103479, 08/17/2014, 10/16/2014,69849,1237,160
2645,3243838,56782, 07/07/2014, 09/18/2014,38328,679,88
2646,3745273,23660, 07/22/2014, 10/26/2014,15971,283,37
2647,3709093,46438, 06/27/2014, 08/28/2014,31346,555,72
2648,3871453,545363, 07/26/2014, 09/24/2014,368121,6516,843
2649,990196,289782, 08/29/2014, 11/22/2014,195603,3463,448
2650,3498370,114244, 07/29/2014, 10/31/2014,77115,1365,177
2651,880169026,17587, 09/01/2014, 11/14/2014,11872,211,28
2652,3785243,8256, 07/12/2014, 09/12/2014,5573,99,13
2653,3846458,15505, 07/07/2014, 09/03/2014,10466,186,24
2654,3121545,25812, 06/27/2014, 10/03/2014,17424,309,40
2655,2998570,6180, 07/18/2014, 10/26/2014,4172,74,10
2656,3550214,143938, 07/02/2014, 09/02/2014,97159,1720,223
2657,3466102,3499, 08/02/2014, 10/14/2014,2362,42,6
2658,3466022,2347, 07/31/2014, 09/25/2014,1585,29,4
2659,3316083,41419, 07/31/2014, 10/23/2014,27958,495,65
2660,2196245,3006, 07/31/2014, 10/05/2014,2030,36,5
2661,3168356,10344, 07/20/2014, 10/23/2014,6983,124,16
2662,3490492,6127, 07/31/2014, 10/19/2014,4136,74,10
2663,3311598,5132, 07/18/2014, 10/01/2014,3465,62,8
2664,3858901,184081, 06/22/2014, 09/21/2014,124255,2200,285
2665,2447780,41203, 07/27/2014, 09/16/2014,27813,493,64
2666,3301803,51268, 08/20/2014, 11/12/2014,34606,613,80
2667,3826458,41264, 08/12/2014, 10/12/2014,27854,494,64
2668,3185420,102962, 08/06/2014, 09/30/2014,69500,1231,160
2669,3349224,102334, 07/19/2014, 10/24/2014,69076,1223,159
2670,3870389,82382, 07/14/2014, 09/24/2014,55608,985,128
2671,3436320,51801, 09/02/2014, 10/29/2014,34966,619,81
2672,3469348,18463, 08/04/2014, 10/24/2014,12463,221,29
2673,3666514,46292, 08/02/2014, 10/14/2014,31248,554,72
2674,880171719,13352, 07/17/2014, 09/08/2014,9013,160,21
2675,3011703,154249, 06/30/2014, 09/21/2014,104119,1843,239
2676,3701605,25581, 08/04/2014, 10/18/2014,17268,306,40
2677,3710511,26827, 07/04/2014, 09/02/2014,18109,321,42
2678,3858807,102738, 06/30/2014, 09/17/2014,69349,1228,159
2679,3709134,11384, 07/31/2014, 09/24/2014,7685,137,18
2680,3700291,51440, 07/29/2014, 10/29/2014,34722,615,80
2681,3247653,143987, 08/16/2014, 11/13/2014,97192,1721,223
2682,3514077,10282, 07/06/2014, 10/02/2014,6941,123,16
2683,3662971,466382, 08/06/2014, 10/30/2014,314808,5573,721
2684,3506588,15442, 08/11/2014, 11/03/2014,10424,185,24
2685,2666488,61755, 09/12/2014, 11/14/2014,41685,738,96
2686,3612956,46216, 08/07/2014, 10/03/2014,31196,553,72
2687,3119378,10379, 07/17/2014, 10/04/2014,7006,125,17
2688,3281168,144236, 08/11/2014, 10/06/2014,97360,1724,223
2689,3247245,486249, 07/15/2014, 09/05/2014,328219,5810,752
2690,2568887,5155, 08/05/2014, 10/01/2014,3480,62,8
2691,3744250,5166, 08/19/2014, 11/27/2014,3488,62,8
2692,3154057,133615, 08/23/2014, 10/26/2014,90191,1597,207
2693,3651227,1329, 08/13/2014, 10/19/2014,898,16,3
2694,3697679,133733, 07/27/2014, 10/16/2014,90270,1598,207
2695,2560205,8598, 08/19/2014, 11/09/2014,5804,103,14
2696,3573742,92417, 07/25/2014, 09/14/2014,62382,1105,143
2697,3346150,10259, 07/19/2014, 10/03/2014,6925,123,16
2698,3611872,117535, 07/27/2014, 10/03/2014,79337,1405,182
2699,3466024,2345, 07/27/2014, 10/08/2014,1583,29,4
2700,3565193,15491, 08/08/2014, 10/04/2014,10457,186,24
2701,3325357,2058, 07/16/2014, 09/27/2014,1390,25,4
2702,3215262,30762, 09/04/2014, 11/23/2014,20765,368,48
2703,3109050,888949, 09/08/2014, 11/20/2014,600041,10621,1375
2704,3716266,40976, 07/10/2014, 10/16/2014,27659,490,64
2705,2560216,5970, 08/14/2014, 11/10/2014,4030,72,10
2706,2483300,20548, 09/06/2014, 10/26/2014,13870,246,32
2707,3693548,23749, 09/06/2014, 10/30/2014,16031,284,37
2708,3836379,339191, 07/28/2014, 10/25/2014,228954,4053,525
2709,3491922,25745, 08/09/2014, 10/14/2014,17378,308,40
2710,3102261,35952, 08/05/2014, 10/03/2014,24268,430,56
2711,3871458,541928, 07/31/2014, 10/12/2014,365802,6475,838
2712,3335547,278014, 07/27/2014, 10/11/2014,187660,3322,430
2713,2419118,10278, 07/26/2014, 10/11/2014,6938,123,16
2714,3049550,2361, 07/14/2014, 10/13/2014,1594,29,4
2715,3565439,51568, 08/10/2014, 10/30/2014,34809,617,80
2716,3508510,41159, 07/25/2014, 10/07/2014,27783,492,64
2717,3894167,13315, 08/04/2014, 10/20/2014,8988,160,21
2718,1918419,1038258, 07/22/2014, 10/18/2014,700825,12405,1605
2719,3132999,9677, 08/05/2014, 10/11/2014,6532,116,15
2720,3349827,25860, 08/06/2014, 11/05/2014,17456,309,40
2721,2403627,5163, 07/29/2014, 11/03/2014,3486,62,8
2722,3787095,25832, 08/08/2014, 11/16/2014,17437,309,40
2723,3190294,5151, 07/30/2014, 10/12/2014,3477,62,8
2724,3697723,20558, 07/13/2014, 10/13/2014,13877,246,32
2725,3147631,2061, 08/27/2014, 12/02/2014,1392,25,4
2726,3873418,257977, 07/05/2014, 08/26/2014,174135,3083,399
2727,3174855,27684, 06/17/2014, 09/12/2014,18687,331,43
2728,3793136,51384, 06/28/2014, 09/11/2014,34685,614,80
2729,3868019,51639, 08/29/2014, 11/17/2014,34857,617,80
2730,3353326,288391, 08/16/2014, 10/20/2014,194664,3446,446
2731,2831270,13448, 07/25/2014, 10/25/2014,9078,161,21
2732,3607498,61494, 07/19/2014, 10/07/2014,41509,735,96
2733,3711019,28948, 07/04/2014, 08/26/2014,19540,346,45
2734,3613676,66724, 07/25/2014, 10/31/2014,45039,798,104
2735,2538164,15555, 08/28/2014, 10/26/2014,10500,186,25
2736,3011334,103734, 08/09/2014, 10/31/2014,70021,1240,161
2737,3792365,133577, 08/05/2014, 10/27/2014,90165,1596,207
2738,3506542,15339, 06/26/2014, 09/24/2014,10354,184,24
2739,2447777,25982, 08/24/2014, 10/23/2014,17538,311,41
2740,3335629,81720, 09/04/2014, 10/28/2014,55161,977,127
2741,3198295,144405, 08/11/2014, 10/08/2014,97474,1726,224
2742,601431,41220, 07/23/2014, 10/01/2014,27824,493,64
2743,3787123,36204, 08/12/2014, 10/13/2014,24438,433,56
2744,3176332,123386, 08/21/2014, 11/24/2014,83286,1475,191
2745,3607500,61615, 09/12/2014, 12/14/2014,41591,737,96
2746,3618123,145605, 08/16/2014, 11/07/2014,98284,1740,226
2747,3896457,8279, 07/28/2014, 10/25/2014,5589,99,13
2748,2906306,43286, 07/24/2014, 10/08/2014,29219,518,67
2749,3352609,2067, 07/22/2014, 10/25/2014,1396,25,4
2750,3871456,565273, 08/29/2014, 10/25/2014,381560,6754,874
2751,3746474,27776, 06/16/2014, 08/16/2014,18749,332,43
2752,3691596,569408, 06/17/2014, 08/14/2014,384351,6804,881
2753,1378829,18558, 07/19/2014, 09/08/2014,12527,222,29
2754,2997918,28993, 07/09/2014, 09/09/2014,19571,347,45
2755,2829556,20615, 07/19/2014, 09/07/2014,13916,247,32
2756,3610161,51281, 07/31/2014, 11/08/2014,34615,613,80
2757,721714,7685, 07/30/2014, 10/14/2014,5188,92,12
2758,3629467,235450, 07/26/2014, 09/24/2014,158929,2814,364
2759,3552736,5126, 09/10/2014, 12/11/2014,3461,62,8
2760,3716163,34108, 07/26/2014, 10/17/2014,23023,408,53
2761,3709743,12386, 07/20/2014, 10/05/2014,8361,148,20
2762,3875974,92290, 08/21/2014, 10/10/2014,62296,1103,143
2763,3693411,298988, 08/11/2014, 10/16/2014,201817,3573,463
2764,3478076,9241, 07/12/2014, 10/15/2014,6238,111,15
2765,961973,7752, 08/19/2014, 11/17/2014,5233,93,12
2766,880156045,13423, 08/05/2014, 11/11/2014,9061,161,21
2767,2865506,8190, 07/29/2014, 10/05/2014,5529,98,13
2768,2733672,138564, 07/25/2014, 10/04/2014,93531,1656,215
2769,3687723,39830, 08/09/2014, 11/15/2014,26886,476,62
2770,3549039,4099, 08/18/2014, 11/17/2014,2767,49,7
2771,3629466,237078, 07/29/2014, 10/03/2014,160028,2833,367
2772,3613253,46257, 07/21/2014, 10/24/2014,31224,553,72
2773,2201469,30903, 08/18/2014, 10/10/2014,20860,370,48
2774,3834881,17451, 08/03/2014, 10/24/2014,11780,209,27
2775,3549176,3064, 08/09/2014, 11/03/2014,2069,37,5
2776,3363292,15926, 08/24/2014, 11/23/2014,10751,191,25
2777,3732237,30757, 07/31/2014, 09/23/2014,20761,368,48
2778,3704691,31025, 08/24/2014, 11/14/2014,20942,371,48
2779,3688249,2052, 08/02/2014, 10/15/2014,1386,25,4
2780,3177505,31101, 08/18/2014, 10/20/2014,20994,372,49
2781,3793146,134845, 09/03/2014, 12/10/2014,91021,1612,209
2782,3691598,155408, 08/04/2014, 10/02/2014,104901,1857,241
2783,3477436,25828, 07/06/2014, 09/13/2014,17434,309,40
2784,880154761,30827, 08/13/2014, 11/04/2014,20809,369,48
2785,3379395,861457, 07/25/2014, 10/19/2014,581484,10293,1332
2786,3443834,7206, 08/07/2014, 10/01/2014,4865,87,12
2787,3074914,337023, 08/08/2014, 10/11/2014,227491,4027,521
2788,3733855,5112, 08/04/2014, 10/24/2014,3451,62,8
2789,3056559,20633, 07/08/2014, 10/10/2014,13928,247,32
2790,3243819,35874, 08/14/2014, 11/15/2014,24215,429,56
2791,3858809,216401, 08/06/2014, 10/02/2014,146071,2586,335
2792,1090536,252575, 09/16/2014, 12/23/2014,170489,3018,391
2793,3835038,321693, 08/09/2014, 10/09/2014,217143,3844,498
2794,3859268,298391, 09/02/2014, 10/28/2014,201414,3566,462
2795,3368283,1338491, 08/12/2014, 10/08/2014,903482,15992,2069
2796,3651303,24693, 07/25/2014, 10/29/2014,16668,296,39
2797,3736849,8232, 08/24/2014, 11/06/2014,5557,99,13
2798,3548643,308936, 06/25/2014, 09/13/2014,208532,3692,478
2799,3564675,25665, 08/06/2014, 09/29/2014,17324,307,40
2800,3634999,77168, 08/16/2014, 10/15/2014,52089,922,120
2801,3710404,41207, 08/24/2014, 11/26/2014,27815,493,64
2802,3575792,23487, 08/15/2014, 11/14/2014,15854,281,37
2803,2440576,41443, 08/21/2014, 10/18/2014,27975,496,65
2804,1852968,91903, 06/28/2014, 09/30/2014,62035,1099,143
2805,3495827,17535, 08/02/2014, 10/12/2014,11837,210,28
2806,3292957,504, 08/27/2014, 11/27/2014,341,7,1
2807,2197592,154492, 07/19/2014, 10/09/2014,104283,1846,239
2808,3871460,391784, 06/26/2014, 09/07/2014,264455,4681,606
2809,3607559,21478, 08/02/2014, 10/12/2014,14498,257,34
2810,3621567,236312, 07/12/2014, 09/08/2014,159511,2824,366
2811,3871465,389241, 08/11/2014, 10/29/2014,262738,4651,602
2812,3389938,24711, 07/27/2014, 10/13/2014,16680,296,39
2813,2333434,47479, 08/07/2014, 10/29/2014,32049,568,74
2814,1918416,956967, 07/29/2014, 09/26/2014,645953,11434,1480
2815,3636427,20510, 08/11/2014, 10/08/2014,13845,246,32
2816,3873624,443336, 08/15/2014, 10/11/2014,299252,5297,686
2817,3459859,133590, 07/10/2014, 10/02/2014,90174,1597,207
2818,2865066,6174, 08/23/2014, 11/06/2014,4168,74,10
2819,3727364,485102, 08/21/2014, 11/03/2014,327444,5796,750
2820,3358711,72334, 08/22/2014, 11/22/2014,48826,865,112
2821,3637065,165443, 09/02/2014, 11/06/2014,111675,1977,256
2822,3859261,145061, 07/08/2014, 10/06/2014,97917,1734,225
2823,3828073,195100, 07/07/2014, 09/06/2014,131693,2331,302
2824,1616532,235986, 07/19/2014, 10/23/2014,159291,2820,365
2825,3712495,10263, 09/01/2014, 11/20/2014,6928,123,16
2826,3483918,20529, 07/22/2014, 09/10/2014,13858,246,32
2827,3525155,9072, 07/30/2014, 09/29/2014,6124,109,15
2828,3689036,6651, 09/07/2014, 11/04/2014,4490,80,11
2829,2889399,3674, 07/28/2014, 09/29/2014,2480,44,6
2830,3613532,56482, 08/16/2014, 11/05/2014,38126,675,88
2831,3107097,666013, 07/31/2014, 10/30/2014,449559,7958,1030
2832,3535718,5145, 07/21/2014, 09/15/2014,3473,62,8
2833,1662042,103480, 07/05/2014, 09/25/2014,69849,1237,160
2834,3876341,23672, 06/27/2014, 09/24/2014,15979,283,37
2835,3363102,12828, 08/19/2014, 10/22/2014,8659,154,20
2836,3617735,14481, 07/14/2014, 10/07/2014,9775,174,23
2837,880115495,5142, 07/23/2014, 09/15/2014,3471,62,8
2838,3760831,46386, 08/31/2014, 12/05/2014,31311,555,72
2839,3461770,15478, 09/03/2014, 11/10/2014,10448,185,24
2840,1160735,368772, 07/19/2014, 10/22/2014,248922,4406,571
2841,3676867,28792, 07/25/2014, 10/29/2014,19435,344,45
2842,3654114,1331, 06/26/2014, 08/16/2014,899,16,3
2843,3700311,248370, 07/17/2014, 10/11/2014,167650,2968,384
2844,3772578,30979, 08/31/2014, 10/27/2014,20911,371,48
2845,3466004,5880, 08/30/2014, 12/04/2014,3969,71,10
2846,2637414,15499, 08/21/2014, 11/29/2014,10462,186,24
2847,382206,69843, 08/10/2014, 10/09/2014,47145,835,108
2848,2807161,238322, 06/26/2014, 08/23/2014,160868,2848,369
2849,3836529,145004, 09/17/2014, 11/13/2014,97878,1733,225
2850,3383292,184063, 08/17/2014, 10/07/2014,124243,2200,285
2851,3548645,380342, 07/22/2014, 09/20/2014,256731,4545,588
2852,3265843,725844, 07/25/2014, 09/28/2014,489945,8673,1122
2853,3459344,10233, 07/15/2014, 10/10/2014,6908,123,16
2854,2865513,9315, 07/21/2014, 10/04/2014,6288,112,15
2855,962110,35156, 09/15/2014, 12/15/2014,23731,421,55
2856,2865514,9284, 08/06/2014, 11/14/2014,6267,111,15
2857,3699264,51674, 09/14/2014, 12/11/2014,34880,618,80
2858,3281823,56568, 07/19/2014, 10/08/2014,38184,676,88
2859,3697714,20504, 07/07/2014, 10/09/2014,13841,245,32
2860,2800185,154278, 07/13/2014, 09/05/2014,104138,1844,239
2861,1163025,19925, 08/05/2014, 10/23/2014,13450,239,31
2862,3516492,7202, 06/23/2014, 08/16/2014,4862,87,12
2863,2419210,14423, 08/12/2014, 11/20/2014,9736,173,23
2864,2419119,3094, 07/25/2014, 10/21/2014,2089,37,5
2865,3676817,8684, 08/08/2014, 10/13/2014,5862,104,14
2866,3799509,41358, 07/28/2014, 10/23/2014,27917,495,64
2867,2662874,35344, 09/16/2014, 12/18/2014,23858,423,55
2868,3846929,57167, 09/08/2014, 11/10/2014,38588,684,89
2869,3681407,69127, 09/06/2014, 11/30/2014,46661,826,107
2870,3876223,113751, 08/04/2014, 09/24/2014,76782,1360,176
2871,3709386,16611, 06/16/2014, 08/26/2014,11213,199,26
2872,3821966,25766, 07/04/2014, 09/10/2014,17393,308,40
2873,3756025,20603, 06/24/2014, 09/05/2014,13908,247,32
2874,3514362,7139, 07/06/2014, 09/06/2014,4819,86,12
2875,3547744,41150, 08/11/2014, 11/11/2014,27777,492,64
2876,880170694,15456, 08/06/2014, 10/06/2014,10433,185,24
2877,3478007,3628, 07/11/2014, 09/06/2014,2449,44,6
2878,3871562,350989, 08/18/2014, 10/26/2014,236918,4194,543
2879,3849161,206276, 09/04/2014, 11/17/2014,139237,2465,319
2880,3871464,318666, 07/16/2014, 10/21/2014,215100,3808,493
2881,3463099,82335, 08/18/2014, 11/20/2014,55577,984,128
2882,880156027,13342, 06/30/2014, 09/26/2014,9006,160,21
2883,2422425,102112, 07/31/2014, 10/20/2014,68926,1220,158
2884,2820897,5673, 07/03/2014, 08/22/2014,3830,68,9
2885,3833713,5148, 07/01/2014, 08/24/2014,3475,62,8
2886,3477704,381242, 07/27/2014, 09/16/2014,257339,4555,590
2887,2718948,6159, 08/17/2014, 11/22/2014,4158,74,10
2888,279092,13290, 08/17/2014, 11/03/2014,8971,159,21
2889,3894150,8258, 07/07/2014, 08/28/2014,5575,99,13
2890,3579830,3605, 07/25/2014, 10/19/2014,2434,44,6
2891,1973872,19565, 07/17/2014, 09/06/2014,13207,234,31
2892,3007757,92600, 07/06/2014, 08/31/2014,62505,1107,144
2893,3363192,14357, 09/15/2014, 12/18/2014,9691,172,23
2894,3504930,6183, 08/19/2014, 11/20/2014,4174,74,10
2895,3727688,30918, 06/23/2014, 09/11/2014,20870,370,48
2896,3862562,5146, 07/23/2014, 09/29/2014,3474,62,8
2897,3617754,14486, 08/18/2014, 10/10/2014,9779,174,23
2898,3325171,8226, 07/22/2014, 10/09/2014,5553,99,13
2899,3691618,31059, 07/03/2014, 09/19/2014,20965,372,49
2900,3118687,77248, 09/11/2014, 11/23/2014,52143,923,120
2901,3464741,76988, 08/22/2014, 10/26/2014,51967,920,120
2902,3826636,183936, 08/06/2014, 11/13/2014,124157,2198,285
2903,880145780,17496, 08/29/2014, 10/31/2014,11810,210,28
2904,3607494,37880, 09/06/2014, 11/01/2014,25569,453,59
2905,1575855,2048, 07/05/2014, 08/25/2014,1383,25,4
2906,880156013,13414, 06/29/2014, 10/02/2014,9055,161,21
2907,3716259,35946, 08/27/2014, 10/27/2014,24264,430,56
2908,2394139,10246, 08/16/2014, 10/18/2014,6917,123,16
2909,3776114,15412, 07/31/2014, 09/19/2014,10404,185,24
2910,3617756,14368, 07/22/2014, 10/03/2014,9699,172,23
2911,3709100,12301, 08/24/2014, 12/02/2014,8304,147,20
2912,3905453,38154, 07/30/2014, 10/26/2014,25754,456,59
2913,3002992,134342, 08/06/2014, 10/22/2014,90681,1606,208
2914,3607463,61548, 07/11/2014, 09/02/2014,41545,736,96
2915,3591776,15421, 07/25/2014, 09/23/2014,10410,185,24
2916,2797247,103134, 08/02/2014, 10/13/2014,69616,1233,160
2917,3871436,328136, 08/03/2014, 10/17/2014,221492,3921,508
2918,2865049,8239, 09/17/2014, 12/11/2014,5562,99,13
2919,3548964,6189, 07/27/2014, 10/25/2014,4178,74,10
2920,3174410,134382, 07/10/2014, 10/17/2014,90708,1606,208
2921,3289013,52465, 07/31/2014, 10/01/2014,35414,627,82
2922,3484637,514038, 07/25/2014, 10/14/2014,346976,6142,795
2923,3524984,350851, 07/18/2014, 09/15/2014,236825,4192,543
2924,3442999,14367, 09/03/2014, 10/27/2014,9698,172,23
2925,2560212,5964, 09/12/2014, 12/20/2014,4026,72,10
2926,3597798,41194, 08/09/2014, 09/28/2014,27806,493,64
2927,3687968,103001, 07/30/2014, 10/27/2014,69526,1231,160
2928,2809391,7184, 08/18/2014, 11/08/2014,4850,86,12
2929,3461611,8230, 07/05/2014, 09/01/2014,5556,99,13
2930,3829704,12315, 07/30/2014, 10/28/2014,8313,148,20
2931,3466415,25884, 07/13/2014, 09/22/2014,17472,310,41
2932,2237757,123751, 06/26/2014, 08/24/2014,83532,1479,192
2933,3711224,25812, 08/25/2014, 10/21/2014,17424,309,40
2934,977042,18059, 08/11/2014, 10/03/2014,12190,216,28
2935,3700761,174278, 08/09/2014, 10/30/2014,117638,2083,270
2936,3285590,35892, 08/24/2014, 10/14/2014,24228,429,56
2937,3464174,41107, 09/14/2014, 11/13/2014,27748,492,64
2938,2695125,35860, 08/19/2014, 10/30/2014,24206,429,56
2939,2419117,4109, 08/27/2014, 11/15/2014,2774,50,7
2940,3695548,2245092, 07/17/2014, 09/28/2014,1515438,26824,3471
2941,3606924,49426, 08/05/2014, 11/03/2014,33363,591,77
2942,3727690,13465, 08/23/2014, 10/31/2014,9089,161,21
2943,3722454,20477, 08/01/2014, 10/06/2014,13822,245,32
2944,1955474,23004, 08/31/2014, 10/22/2014,15528,275,36
2945,1575859,2060, 07/30/2014, 10/30/2014,1391,25,4
2946,66968,14047, 08/03/2014, 09/29/2014,9482,168,22
2947,880171340,22511, 08/02/2014, 10/12/2014,15195,269,35
2948,3470833,22449, 09/08/2014, 10/31/2014,15154,269,35
2949,2398756,36183, 06/26/2014, 10/01/2014,24424,433,56
2950,3359953,235520, 06/29/2014, 09/12/2014,158976,2814,365
2951,2865512,9320, 08/08/2014, 10/07/2014,6291,112,15
2952,3398880,72014, 08/06/2014, 11/11/2014,48610,861,112
2953,3902519,819062, 08/26/2014, 11/07/2014,552867,9786,1267
2954,3733850,13342, 07/27/2014, 10/27/2014,9006,160,21
2955,3825024,207744, 07/31/2014, 09/24/2014,140228,2483,322
2956,1616516,206572, 07/30/2014, 11/05/2014,139437,2469,320
2957,3281140,216593, 08/10/2014, 11/12/2014,146201,2588,335
2958,3564720,25759, 07/13/2014, 10/16/2014,17388,308,40
2959,3466091,3510, 06/27/2014, 08/17/2014,2370,42,6
2960,3846358,39844, 07/13/2014, 09/02/2014,26895,477,62
2961,3727367,823426, 08/04/2014, 09/23/2014,555813,9838,1273
2962,3324205,18464, 07/30/2014, 11/07/2014,12464,221,29
2963,3379415,678867, 07/31/2014, 10/03/2014,458236,8111,1050
2964,2152388,26781, 07/31/2014, 10/20/2014,18078,320,42
2965,3858923,23650, 09/01/2014, 10/30/2014,15964,283,37
2966,3794990,79813, 07/28/2014, 09/21/2014,53874,954,124
2967,3825958,38202, 08/05/2014, 09/26/2014,25787,457,60
2968,3795036,20658, 08/18/2014, 11/15/2014,13945,247,32
2969,3616267,12290, 08/15/2014, 11/20/2014,8296,147,19
2970,2419236,23607, 08/08/2014, 10/03/2014,15935,283,37
2971,3825948,18560, 08/30/2014, 11/04/2014,12528,222,29
2972,3552735,5112, 08/21/2014, 10/29/2014,3451,62,8
2973,3565021,36266, 08/28/2014, 12/02/2014,24480,434,57
2974,2655437,11326, 09/12/2014, 12/17/2014,7646,136,18
2975,3243833,8194, 07/13/2014, 09/05/2014,5531,98,13
2976,3846351,36212, 08/07/2014, 10/30/2014,24444,433,56
2977,1369345,13377, 08/08/2014, 10/24/2014,9030,160,21
2978,2299475,35963, 08/02/2014, 10/28/2014,24276,430,56
2979,1162615,24364, 08/05/2014, 11/06/2014,16446,292,38
2980,3817618,72633, 07/31/2014, 10/27/2014,49028,868,113
2981,3742798,20479, 07/12/2014, 10/01/2014,13824,245,32
2982,3839787,13335, 07/31/2014, 11/08/2014,9002,160,21
2983,3716847,15465, 08/18/2014, 10/13/2014,10439,185,24
2984,3028349,102962, 07/30/2014, 10/21/2014,69500,1231,160
2985,3452214,143773, 09/04/2014, 12/01/2014,97047,1718,223
2986,3063404,4103, 07/26/2014, 10/31/2014,2770,50,7
2987,3629481,134050, 06/25/2014, 09/24/2014,90484,1602,208
2988,3522417,13457, 07/28/2014, 09/26/2014,9084,161,21
2989,3503270,51644, 07/25/2014, 10/14/2014,34860,618,80
2990,3525259,51557, 07/20/2014, 09/28/2014,34801,616,80
2991,3510860,102698, 09/02/2014, 10/29/2014,69322,1227,159
2992,3717501,11165, 08/06/2014, 10/14/2014,7537,134,18
2993,1716261,4102, 08/04/2014, 10/19/2014,2769,50,7
2994,3689769,30754, 08/08/2014, 10/17/2014,20759,368,48
2995,3741605,8227, 08/08/2014, 11/13/2014,5554,99,13
2996,2949441,4117, 07/21/2014, 09/30/2014,2779,50,7
2997,3607440,56530, 08/15/2014, 11/02/2014,38158,676,88
2998,3405574,7195, 08/16/2014, 10/28/2014,4857,86,12
2999,2417135,195694, 07/19/2014, 09/28/2014,132094,2339,303
3000,3517982,7140, 09/01/2014, 11/17/2014,4820,86,12
3001,3548644,386128, 11/12/2014, 01/05/2015,260637,4614,597
3002,3478040,5101, 09/27/2014, 12/07/2014,3444,61,8
3003,3652565,256004, 08/27/2014, 11/17/2014,172803,3059,396
3004,3495825,17850, 11/01/2014, 12/27/2014,12049,214,28
3005,3173327,166672, 09/12/2014, 11/06/2014,112504,1992,258
3006,1887293,18558, 11/13/2014, 02/16/2015,12527,222,29
3007,3633256,9359, 11/23/2014, 01/13/2015,6318,112,15
3008,3578331,414930, 09/30/2014, 12/11/2014,280078,4958,642
3009,3733744,47008, 10/02/2014, 12/26/2014,31731,562,73
3010,3893981,104465, 11/10/2014, 01/09/2015,70514,1249,162
3011,3792132,31003, 10/08/2014, 12/11/2014,20928,371,48
3012,3661672,5227, 09/21/2014, 12/19/2014,3529,63,9
3013,3564700,22974, 09/17/2014, 12/01/2014,15508,275,36
3014,3243820,57446, 11/04/2014, 02/04/2015,38777,687,89
3015,2735704,3141, 10/25/2014, 12/17/2014,2121,38,5
3016,3573751,94128, 10/30/2014, 12/23/2014,63537,1125,146
3017,2201907,6251, 10/02/2014, 01/06/2015,4220,75,10
3018,2881993,26261, 11/20/2014, 01/28/2015,17727,314,41
3019,3871447,418631, 12/01/2014, 02/26/2015,282576,5002,648
3020,3367931,20851, 09/23/2014, 12/15/2014,14075,250,33
3021,3363306,26222, 10/26/2014, 01/14/2015,17700,314,41
3022,3697717,20774, 11/08/2014, 01/03/2015,14023,249,33
3023,3744278,179407, 11/13/2014, 01/25/2015,121100,2144,278
3024,3710367,31485, 10/24/2014, 12/13/2014,21253,377,49
3025,3462071,8349, 10/04/2014, 12/25/2014,5636,100,13
3026,3174411,104466, 11/21/2014, 02/01/2015,70515,1249,162
3027,2810003,31120, 10/29/2014, 01/14/2015,21006,372,49
3028,2440577,7348, 09/10/2014, 12/12/2014,4960,88,12
3029,2688125,196991, 11/06/2014, 01/23/2015,132969,2354,305
